source_image,original_annotation,proposed_change,reason,confidence_evidence
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.1396 yc=0.4128 w=0.1152 h=0.3516,MERGE_CONTIGUOUS_PUDDLES,Image contains 9 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.0469 yc=0.3659 w=0.0430 h=0.2240,MERGE_OR_EXPAND,Sub-1% puddle box (0.00962); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.8555 yc=0.4154 w=0.0742 h=0.3464,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.21, w=0.074, h=0.346); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.7900 yc=0.5521 w=0.0527 h=0.0729,REMOVE_TINY_BOX,Micro-puddle with area 0.00385 (<0.5% image); downsampling to 640x640 causes spatial collapse and feature loss.,HIGH (Direct M1.9 evidence: 10 micro-puddle False Negatives)
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.8779 yc=0.0820 w=0.0605 h=0.1641,MERGE_OR_EXPAND,Sub-1% puddle box (0.00993); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.1689 yc=0.7943 w=0.1934 h=0.4115,MERGE_CONTIGUOUS_PUDDLES,Image contains 9 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.8037 yc=0.9141 w=0.1699 h=0.1719,MERGE_CONTIGUOUS_PUDDLES,Image contains 9 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-109-_jpg.rf.876f76bacdb0ddac73056538a45927fe.jpg,cls=2 xc=0.8691 yc=0.6693 w=0.2617 h=0.1615,MERGE_CONTIGUOUS_PUDDLES,Image contains 9 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-109-_jpg.rf.9400d0c341b78c819762ea6046da5a65.jpg,cls=2 xc=0.1143 yc=0.1576 w=0.1152 h=0.3151,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0363, AR=0.37) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-109-_jpg.rf.9400d0c341b78c819762ea6046da5a65.jpg,cls=2 xc=0.2070 yc=0.1888 w=0.0430 h=0.2240,MERGE_OR_EXPAND,Sub-1% puddle box (0.00962); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-109-_jpg.rf.9400d0c341b78c819762ea6046da5a65.jpg,cls=2 xc=0.7852 yc=0.2695 w=0.2734 h=0.3568,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0976, AR=0.77) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-109-_jpg.rf.9400d0c341b78c819762ea6046da5a65.jpg,cls=2 xc=0.6387 yc=0.7409 w=0.0410 h=0.2214,MERGE_OR_EXPAND,Sub-1% puddle box (0.00908); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-11-_jpg.rf.533b8ff91c6c988c19951ff4ffc81bd1.jpg,cls=2 xc=0.5166 yc=0.2891 w=0.1465 h=0.5781,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0847, AR=0.25) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.533b8ff91c6c988c19951ff4ffc81bd1.jpg,cls=2 xc=0.2705 yc=0.2943 w=0.2891 h=0.3385,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0979, AR=0.85) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.533b8ff91c6c988c19951ff4ffc81bd1.jpg,cls=2 xc=0.1904 yc=0.7891 w=0.1621 h=0.4219,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0684, AR=0.38) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.533b8ff91c6c988c19951ff4ffc81bd1.jpg,cls=2 xc=0.3223 yc=0.6784 w=0.0664 h=0.2005,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0133, AR=0.33) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.c46d95b368505ce2e2b4d56d0fb6101f.jpg,cls=2 xc=0.3027 yc=0.1680 w=0.2734 h=0.1953,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0534, AR=1.40) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.c46d95b368505ce2e2b4d56d0fb6101f.jpg,cls=2 xc=0.0654 yc=0.2070 w=0.1309 h=0.1172,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0153, AR=1.12) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.c46d95b368505ce2e2b4d56d0fb6101f.jpg,cls=2 xc=0.3525 yc=0.4661 w=0.1738 h=0.3229,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0561, AR=0.54) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.c46d95b368505ce2e2b4d56d0fb6101f.jpg,cls=2 xc=0.1855 yc=0.8138 w=0.3711 h=0.3724,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.1382, AR=1.00) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-11-_jpg.rf.d3926ae9649b48019ad0de93247b8776.jpg,cls=2 xc=0.1768 yc=0.0586 w=0.3535 h=0.1172,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-11-_jpg.rf.d3926ae9649b48019ad0de93247b8776.jpg,cls=2 xc=0.1270 yc=0.3320 w=0.2539 h=0.3516,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-11-_jpg.rf.d3926ae9649b48019ad0de93247b8776.jpg,cls=2 xc=0.8213 yc=0.3581 w=0.3574 h=0.2995,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-11-_jpg.rf.d3926ae9649b48019ad0de93247b8776.jpg,cls=2 xc=0.9678 yc=0.1055 w=0.0645 h=0.1745,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-11-_jpg.rf.d3926ae9649b48019ad0de93247b8776.jpg,cls=2 xc=0.7891 yc=0.7318 w=0.4219 h=0.2396,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.0f7e64b14fdaa4baf3a88da04e3c40aa.jpg,cls=2 xc=0.2344 yc=0.1810 w=0.1836 h=0.3620,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.0f7e64b14fdaa4baf3a88da04e3c40aa.jpg,cls=2 xc=0.3623 yc=0.1198 w=0.0371 h=0.2396,MERGE_OR_EXPAND,Sub-1% puddle box (0.00889); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-110-_jpg.rf.0f7e64b14fdaa4baf3a88da04e3c40aa.jpg,cls=2 xc=0.1348 yc=0.8802 w=0.0352 h=0.2396,MERGE_OR_EXPAND,Sub-1% puddle box (0.00842); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-110-_jpg.rf.0f7e64b14fdaa4baf3a88da04e3c40aa.jpg,cls=2 xc=0.9209 yc=0.7070 w=0.0840 h=0.4974,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.17, w=0.084, h=0.497); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-110-_jpg.rf.0f7e64b14fdaa4baf3a88da04e3c40aa.jpg,cls=2 xc=0.7607 yc=0.8190 w=0.1973 h=0.3620,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.9f7656a251202ae6a3768d53bf484ac9.jpg,cls=2 xc=0.4512 yc=0.2044 w=0.1836 h=0.4089,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.9f7656a251202ae6a3768d53bf484ac9.jpg,cls=2 xc=0.3232 yc=0.2500 w=0.0371 h=0.3177,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.12, w=0.037, h=0.318); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-110-_jpg.rf.9f7656a251202ae6a3768d53bf484ac9.jpg,cls=2 xc=0.4209 yc=0.7513 w=0.0996 h=0.4974,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.20, w=0.100, h=0.497); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-110-_jpg.rf.9f7656a251202ae6a3768d53bf484ac9.jpg,cls=2 xc=0.7861 yc=0.8333 w=0.0664 h=0.2474,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.9f7656a251202ae6a3768d53bf484ac9.jpg,cls=2 xc=0.7461 yc=0.4987 w=0.0586 h=0.1797,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.2354 yc=0.4297 w=0.4707 h=0.2448,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.5791 yc=0.3294 w=0.1816 h=0.2422,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.2227 yc=0.2591 w=0.3125 h=0.0495,ADJUST_BOUNDARY,Extremely wide thin strip (AR=6.32); covers narrow gutter/curb line rather than bounded water hazard.,MEDIUM (Edge artifact)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.6934 yc=0.3255 w=0.0469 h=0.5677,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.08, w=0.047, h=0.568); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.9072 yc=0.4479 w=0.1855 h=0.3229,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.8857 yc=0.0599 w=0.1680 h=0.0807,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.0830 yc=0.8385 w=0.1660 h=0.3229,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.4434 yc=0.6654 w=0.3164 h=0.1068,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.9580 yc=0.9167 w=0.0840 h=0.1667,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-110-_jpg.rf.e64ab83a5986ee642135179a119dde32.jpg,cls=2 xc=0.7510 yc=0.8685 w=0.1621 h=0.1276,MERGE_CONTIGUOUS_PUDDLES,Image contains 10 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-111-_jpg.rf.39c6acc8aa97e8c1519b71b16edacafe.jpg,cls=2 xc=0.4980 yc=0.2135 w=0.1211 h=0.4115,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-111-_jpg.rf.39c6acc8aa97e8c1519b71b16edacafe.jpg,cls=2 xc=0.3682 yc=0.3125 w=0.0840 h=0.2135,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-111-_jpg.rf.39c6acc8aa97e8c1519b71b16edacafe.jpg,cls=2 xc=0.4443 yc=0.8268 w=0.1348 h=0.3464,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-111-_jpg.rf.39c6acc8aa97e8c1519b71b16edacafe.jpg,cls=2 xc=0.4141 yc=0.5104 w=0.1367 h=0.1823,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-111-_jpg.rf.39c6acc8aa97e8c1519b71b16edacafe.jpg,cls=2 xc=0.6592 yc=0.7096 w=0.1465 h=0.5807,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-111-_jpg.rf.39c6acc8aa97e8c1519b71b16edacafe.jpg,cls=2 xc=0.7871 yc=0.7865 w=0.0820 h=0.4271,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.19, w=0.082, h=0.427); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-111-_jpg.rf.9d3dc9cb176633e34e2503d89c7775e4.jpg,cls=2 xc=0.1934 yc=0.2188 w=0.1523 h=0.4375,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0667, AR=0.35) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-111-_jpg.rf.9d3dc9cb176633e34e2503d89c7775e4.jpg,cls=2 xc=0.1348 yc=0.7682 w=0.2500 h=0.4635,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.1159, AR=0.54) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-111-_jpg.rf.b6ad22e5cb9af635858d4d7a7cdcb431.jpg,cls=2 xc=0.2979 yc=0.1992 w=0.1973 h=0.3984,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0786, AR=0.50) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-111-_jpg.rf.b6ad22e5cb9af635858d4d7a7cdcb431.jpg,cls=2 xc=0.1309 yc=0.2422 w=0.0840 h=0.2708,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0227, AR=0.31) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-111-_jpg.rf.b6ad22e5cb9af635858d4d7a7cdcb431.jpg,cls=2 xc=0.6240 yc=0.1992 w=0.1309 h=0.3984,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0521, AR=0.33) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-111-_jpg.rf.b6ad22e5cb9af635858d4d7a7cdcb431.jpg,cls=2 xc=0.7949 yc=0.1667 w=0.1719 h=0.3333,RETAIN_VALID,"Well-proportioned waterlogging box (area=0.0573, AR=0.52) covering distinct road water pool.",HIGH (True positive pattern in M1.9)
waterlogging_waterloggingt-112-_jpg.rf.1530c2b26c1be10129030bf6f918c592.jpg,cls=2 xc=0.6074 yc=0.2747 w=0.1445 h=0.5495,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.1530c2b26c1be10129030bf6f918c592.jpg,cls=2 xc=0.9014 yc=0.2266 w=0.1973 h=0.3698,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.1530c2b26c1be10129030bf6f918c592.jpg,cls=2 xc=0.9258 yc=0.4987 w=0.1484 h=0.1016,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.1530c2b26c1be10129030bf6f918c592.jpg,cls=2 xc=0.1426 yc=0.7747 w=0.2852 h=0.4505,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.1530c2b26c1be10129030bf6f918c592.jpg,cls=2 xc=0.3213 yc=0.9297 w=0.0566 h=0.1406,MERGE_OR_EXPAND,Sub-1% puddle box (0.00797); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-112-_jpg.rf.1530c2b26c1be10129030bf6f918c592.jpg,cls=2 xc=0.9248 yc=0.7747 w=0.1504 h=0.4505,MERGE_CONTIGUOUS_PUDDLES,Image contains 6 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.28e7eeb3313fa0d9325ab62fe7c28378.jpg,cls=2 xc=0.5176 yc=0.1016 w=0.1641 h=0.2031,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.28e7eeb3313fa0d9325ab62fe7c28378.jpg,cls=2 xc=0.7207 yc=0.4089 w=0.2188 h=0.1823,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.28e7eeb3313fa0d9325ab62fe7c28378.jpg,cls=2 xc=0.3135 yc=0.8060 w=0.0801 h=0.3880,EXCLUDE_ROTATED_BOX,"Extremely tall narrow box (AR=0.21, w=0.080, h=0.388); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-112-_jpg.rf.28e7eeb3313fa0d9325ab62fe7c28378.jpg,cls=2 xc=0.6885 yc=0.8854 w=0.0762 h=0.2292,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.28e7eeb3313fa0d9325ab62fe7c28378.jpg,cls=2 xc=0.7070 yc=0.6146 w=0.0371 h=0.1589,MERGE_OR_EXPAND,Sub-1% puddle box (0.00589); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-112-_jpg.rf.43728c3f784660f141a1c0f0d453740e.jpg,cls=2 xc=0.2402 yc=0.1745 w=0.1602 h=0.3490,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.43728c3f784660f141a1c0f0d453740e.jpg,cls=2 xc=0.5469 yc=0.1745 w=0.1758 h=0.3490,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.43728c3f784660f141a1c0f0d453740e.jpg,cls=2 xc=0.8086 yc=0.4180 w=0.3516 h=0.1380,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.43728c3f784660f141a1c0f0d453740e.jpg,cls=2 xc=0.7725 yc=0.7617 w=0.2090 h=0.4766,MERGE_CONTIGUOUS_PUDDLES,Image contains 5 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-112-_jpg.rf.43728c3f784660f141a1c0f0d453740e.jpg,cls=2 xc=0.9258 yc=0.9323 w=0.0703 h=0.1354,MERGE_OR_EXPAND,Sub-1% puddle box (0.00952); should be merged into adjacent contiguous flood boundary or reviewed for visual prominence.,HIGH (M1.9 cluster merging failure mode)
waterlogging_waterloggingt-113-_jpg.rf.061b92e64768f9e0a9848a4682e9420b.jpg,cls=2 xc=0.6064 yc=0.0404 w=0.1465 h=0.0807,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.061b92e64768f9e0a9848a4682e9420b.jpg,cls=2 xc=0.8281 yc=0.3242 w=0.0352 h=0.3880,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.09, w=0.035, h=0.388); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-113-_jpg.rf.061b92e64768f9e0a9848a4682e9420b.jpg,cls=2 xc=0.6484 yc=0.3203 w=0.2578 h=0.3958,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.061b92e64768f9e0a9848a4682e9420b.jpg,cls=2 xc=0.3037 yc=0.9102 w=0.3574 h=0.1797,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.061b92e64768f9e0a9848a4682e9420b.jpg,cls=2 xc=0.1582 yc=0.6315 w=0.1055 h=0.2266,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.061b92e64768f9e0a9848a4682e9420b.jpg,cls=2 xc=0.7393 yc=0.7591 w=0.1465 h=0.4818,MERGE_CONTIGUOUS_PUDDLES,Image contains 7 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
waterlogging_waterloggingt-113-_jpg.rf.061b92e64768f9e0a9848a4682e9420b.jpg,cls=2 xc=0.6133 yc=0.7266 w=0.0820 h=0.4167,ADJUST_BOUNDARY,"Extremely tall narrow box (AR=0.20, w=0.082, h=0.417); represents vertical road edge or rotated puddle.",HIGH (Roboflow 90° rotation artifact)
waterlogging_waterloggingt-113-_jpg.rf.084d6f23234cbf6314345867c4f698d7.jpg,cls=2 xc=0.3232 yc=0.2669 w=0.2715 h=0.5339,MERGE_CONTIGUOUS_PUDDLES,Image contains 8 fragmented boxes covering single connected flood zone; merge adjacent sub-boxes into unified flood polygon.,HIGH (M1.9 evidence: 7 cluster merging failure cases)
